age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,academic_work_performance,grades_gpa,work_productivity_score,mood_state,mood_swing_frequency,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,gaming_addiction_risk_level
20,Male,2.9,MMO,Elder Scrolls Online,Mobile,7.7,Good,Sometimes,Excellent,2.13,7,Euphoric,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,8.7,1,8.9,41.86,8,Low
22,Female,6.7,RPG,Cyberpunk 2077,Multi-platform,4,Poor,Sometimes,Below Average,3.55,4,Anxious,Daily,TRUE,FALSE,FALSE,TRUE,TRUE,3,4.6,4,8.1,59.16,11,Moderate
27,Male,7.6,MMO,World of Warcraft,Mobile,3.3,Poor,Often,Good,,5,Withdrawn,Often,TRUE,FALSE,FALSE,TRUE,TRUE,2.2,4.6,4,2.8,114.21,15,Moderate
17,Male,6.6,MMO,World of Warcraft,Mobile,5.8,Very Poor,Never,Below Average,3.68,,Anxious,Often,TRUE,FALSE,FALSE,TRUE,TRUE,0.3,5.3,5,6.4,59.22,4,Moderate
19,Male,5.3,RPG,Cyberpunk 2077,PC,5.5,Poor,Never,Average,2.26,2,Angry,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,5.6,3,9.2,112.89,6,Low
17,Other,5.6,RPG,Skyrim,Multi-platform,6.3,Very Poor,Often,Excellent,1.82,,Depressed,Often,FALSE,TRUE,FALSE,TRUE,FALSE,2.5,7.3,3,9.9,148.83,5,Moderate
15,Male,3.4,MOBA,Mobile Legends,Console,8.4,Good,Sometimes,Below Average,3.17,,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1,7.2,3,11.9,28.03,4,Low
15,Male,8.2,Strategy,StarCraft II,Mobile,5.3,Poor,Always,Below Average,2.36,,Anxious,Often,FALSE,FALSE,FALSE,TRUE,FALSE,1.6,5.8,5,4.6,88.12,1,Low
22,Male,10.5,FPS,Overwatch,Console,4.8,Very Poor,Always,Poor,1.41,6,Irritable,Often,TRUE,TRUE,TRUE,TRUE,FALSE,3.1,4.9,6,0.1,443.88,11,Severe
22,Male,7.4,RPG,Cyberpunk 2077,PC,3.2,Very Poor,Always,Below Average,2.8,5,Angry,Often,FALSE,TRUE,FALSE,TRUE,FALSE,2.6,8.2,4,4.6,20.41,6,Moderate
27,Male,4.7,Battle Royale,PUBG,Mobile,5.9,Poor,Never,Below Average,,6,Depressed,Rarely,FALSE,FALSE,FALSE,TRUE,FALSE,1.5,5.9,1,11.6,121.89,6,Low
16,Male,5,Mobile Games,PUBG Mobile,PC,6.1,Fair,Sometimes,Below Average,3.18,,Anxious,Rarely,FALSE,FALSE,FALSE,TRUE,FALSE,1.5,8.8,2,9.7,90.52,2,Low
22,Male,4.9,Strategy,StarCraft II,Mobile,5.3,Poor,Often,Below Average,3.98,9,Angry,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0.4,8.9,5,8.9,40.15,6,Low
14,Male,8.7,RPG,Cyberpunk 2077,PC,5.1,Poor,Always,Below Average,2.07,,Euphoric,Sometimes,FALSE,TRUE,TRUE,TRUE,TRUE,1.5,7.2,6,5.2,259.52,3,Severe
19,Male,1.7,RPG,Cyberpunk 2077,Multi-platform,7.4,Poor,Sometimes,Good,2.27,3,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,9.3,1,11.2,16.37,5,Low
18,Male,6.8,Mobile Games,Genshin Impact,PC,5.2,Insomnia,Always,Failing,3.29,,Anxious,Often,TRUE,FALSE,FALSE,FALSE,TRUE,0.2,6.8,6,7.9,26.83,7,Moderate
24,Male,8.9,MMO,Final Fantasy XIV,PC,4.7,Very Poor,Never,Good,,4,Restless,Often,TRUE,TRUE,FALSE,TRUE,TRUE,5,4.3,7,2.8,391.6,5,Severe
25,Male,4.2,RPG,Elden Ring,Console,5.3,Good,Often,Excellent,,5,Restless,Often,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,8.5,2,12.8,48.39,13,Low
18,Male,6.9,Strategy,Civilization VI,Console,5.7,Poor,Often,Below Average,3.77,,Restless,Sometimes,TRUE,TRUE,FALSE,FALSE,FALSE,3.6,7.5,3,9.4,146.82,7,High
27,Male,6,MOBA,Dota 2,Multi-platform,6.3,Very Poor,Rarely,Excellent,,10,Euphoric,Daily,FALSE,TRUE,FALSE,TRUE,TRUE,1.1,5.6,3,9.4,107.64,10,Moderate
19,Male,11,Mobile Games,Clash of Clans,Console,5.3,Insomnia,Sometimes,Failing,1.88,9,Euphoric,Often,FALSE,FALSE,FALSE,TRUE,FALSE,1.4,4.7,6,0,341.34,1,Moderate
18,Male,11.9,MOBA,Dota 2,Multi-platform,5.7,Good,Always,Average,1.03,,Restless,Daily,TRUE,TRUE,FALSE,TRUE,FALSE,0.7,3.6,7,1.7,97.11,8,Severe
18,Male,6.3,RPG,Skyrim,Multi-platform,6,Fair,Often,Average,3.41,,Irritable,Rarely,FALSE,TRUE,FALSE,TRUE,FALSE,0.2,6.2,3,5.8,147.18,5,Moderate
21,Male,2.2,Mobile Games,Candy Crush,Console,7.7,Fair,Often,Excellent,3.16,1,Euphoric,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0,9.8,1,14.8,0.44,5,Low
23,Female,6.2,MOBA,Dota 2,Mobile,5.3,Good,Sometimes,Good,,10,Anxious,Daily,FALSE,TRUE,FALSE,FALSE,FALSE,2.7,8.6,3,5.9,130.71,5,Moderate
22,Female,9.3,FPS,Call of Duty,Multi-platform,5.4,Very Poor,Often,Poor,3.56,10,Restless,Often,TRUE,TRUE,TRUE,TRUE,TRUE,1.5,3.7,6,4,377.17,1,Severe
20,Male,5.6,MOBA,Mobile Legends,Multi-platform,5.9,Fair,Never,Poor,3.33,9,Anxious,Rarely,FALSE,TRUE,FALSE,TRUE,TRUE,1.9,8,4,9,141.67,1,Moderate
20,Male,6.2,Battle Royale,Fortnite,PC,5.6,Good,Always,Good,2.19,3,Euphoric,Daily,FALSE,TRUE,FALSE,TRUE,TRUE,0.2,8.5,3,10,142.95,6,Moderate
19,Female,7.1,MOBA,Mobile Legends,Mobile,5.1,Very Poor,Never,Average,1.38,6,Anxious,Daily,TRUE,FALSE,FALSE,TRUE,TRUE,1,5.2,3,9.6,83.29,6,Moderate
30,Male,7,Battle Royale,PUBG,Console,3.7,Fair,Often,Below Average,,1,Anxious,Daily,TRUE,TRUE,FALSE,FALSE,TRUE,4.7,8.5,4,6.8,44.15,5,High
16,Male,3.7,Strategy,Age of Empires,Multi-platform,6.6,Good,Always,Good,2.89,,Euphoric,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,9.2,3,12.8,6.16,4,Low
23,Male,3.3,Battle Royale,PUBG,Console,7.4,Fair,Often,Excellent,,3,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,6.8,1,8.8,44.8,6,Low
21,Male,7.6,Mobile Games,PUBG Mobile,Console,5.7,Poor,Rarely,Good,3.53,6,Anxious,Often,FALSE,TRUE,FALSE,TRUE,FALSE,0.8,6.4,3,7.1,80.72,2,Moderate
22,Female,6.4,Battle Royale,Warzone,Multi-platform,5.4,Very Poor,Sometimes,Average,2.18,2,Excited,Sometimes,FALSE,TRUE,FALSE,TRUE,FALSE,1.6,7.3,4,10.3,18.13,5,Moderate
24,Male,5,Battle Royale,Warzone,Console,5.1,Poor,Never,Below Average,,7,Restless,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0,8.4,4,11.4,120.77,2,Low
19,Female,4.2,Strategy,Age of Empires,PC,5.3,Very Poor,Never,Average,3.38,8,Euphoric,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,7.5,1,8.3,28.98,5,Low
23,Female,10.2,Strategy,Civilization VI,Mobile,5.1,Very Poor,Never,Below Average,,5,Anxious,Sometimes,TRUE,FALSE,TRUE,TRUE,TRUE,1,3.1,8,0.7,307.08,9,Severe
19,Male,5.1,MOBA,Mobile Legends,Console,6.5,Fair,Often,Below Average,2.29,3,Normal,Never,FALSE,FALSE,FALSE,TRUE,FALSE,1.4,7.1,3,9.3,111.43,7,Low
20,Female,8.1,Battle Royale,Fortnite,Console,5.7,Very Poor,Never,Poor,1.79,5,Euphoric,Never,TRUE,TRUE,TRUE,FALSE,TRUE,0.8,7.8,6,7.9,47.01,7,Severe
19,Male,6.9,Mobile Games,Clash of Clans,PC,3.5,Very Poor,Sometimes,Poor,2.07,2,Restless,Sometimes,TRUE,TRUE,FALSE,TRUE,FALSE,4.3,5.2,3,7.6,127.17,7,High
24,Male,4.5,Mobile Games,Genshin Impact,Multi-platform,6.6,Fair,Sometimes,Average,,5,Normal,Often,FALSE,FALSE,FALSE,TRUE,FALSE,2.2,8.5,2,6.3,145.25,3,Low
18,Female,6.1,RPG,Elden Ring,Multi-platform,6.6,Fair,Rarely,Excellent,3.87,,Normal,Often,FALSE,TRUE,FALSE,TRUE,FALSE,2.2,7.4,4,6.9,31.46,4,Moderate
27,Other,8.8,FPS,Call of Duty,Console,3.4,Very Poor,Rarely,Average,,10,Irritable,Daily,TRUE,TRUE,TRUE,FALSE,TRUE,0.5,6,6,5.2,66.85,7,Severe
19,Female,5.3,MMO,World of Warcraft,Multi-platform,5.7,Fair,Often,Below Average,1.54,9,Restless,Never,FALSE,FALSE,FALSE,TRUE,FALSE,1.9,5.7,5,6.6,36.25,2,Low
16,Male,9,FPS,Call of Duty,Multi-platform,5.8,Poor,Rarely,Poor,2.8,,Irritable,Rarely,TRUE,TRUE,TRUE,FALSE,TRUE,0.3,7,6,3.8,315.72,5,Severe
23,Male,8.3,Strategy,StarCraft II,PC,3.8,Very Poor,Always,Failing,,4,Restless,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,7.6,7.6,5,3.1,14.06,10,Low
20,Male,0.7,FPS,CS:GO,Mobile,7,Good,Always,Good,2.36,5,Euphoric,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,8.3,1,14.2,16.79,2,Low
19,Male,10.9,Strategy,StarCraft II,Console,5.7,Very Poor,Always,Good,2.39,5,Anxious,Never,TRUE,FALSE,TRUE,TRUE,TRUE,3.7,4.6,7,0,486.86,8,Severe
21,Female,10.1,Strategy,Civilization VI,PC,4.1,Poor,Always,Below Average,3.04,2,Anxious,Rarely,FALSE,FALSE,TRUE,TRUE,TRUE,2.4,5.2,8,0.8,216.97,9,High
20,Female,5.7,MMO,Elder Scrolls Online,Mobile,6.1,Fair,Rarely,Below Average,3.04,9,Depressed,Sometimes,FALSE,FALSE,FALSE,TRUE,TRUE,0.7,5,4,6.2,45.63,4,Low
21,Male,7,MMO,World of Warcraft,Console,5.9,Insomnia,Rarely,Failing,3.46,6,Restless,Often,TRUE,TRUE,FALSE,TRUE,TRUE,1.4,5.6,5,6.1,100.91,11,High
23,Male,7.3,MOBA,League of Legends,Multi-platform,5.6,Very Poor,Often,Poor,,4,Restless,Sometimes,FALSE,FALSE,FALSE,FALSE,TRUE,0.4,8.5,3,5.2,29.85,9,Low
21,Female,6.1,Strategy,Civilization VI,PC,6.4,Very Poor,Never,Poor,3.62,8,Irritable,Often,FALSE,TRUE,FALSE,FALSE,TRUE,1.9,5.1,4,9.4,102.56,11,Moderate
23,Male,7.1,MOBA,League of Legends,Multi-platform,3.7,Good,Never,Average,,5,Euphoric,Never,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,6.4,4,4.5,89.72,5,High
15,Female,4.1,RPG,Skyrim,Multi-platform,6.2,Fair,Rarely,Excellent,2.62,,Anxious,Never,FALSE,FALSE,FALSE,FALSE,FALSE,1,9.6,3,9.5,47,1,Low
23,Female,4.5,MMO,Final Fantasy XIV,Console,5.7,Very Poor,Often,Average,,9,Restless,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.4,7.1,3,7.4,40.72,12,Low
21,Other,5.2,RPG,Cyberpunk 2077,Multi-platform,5.9,Poor,Rarely,Average,3.62,6,Anxious,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,6.8,3,8.5,27.48,3,Low
18,Male,2.3,Strategy,StarCraft II,Multi-platform,7.9,Good,Rarely,Excellent,3.38,,Euphoric,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,10.8,1,13.8,40.47,2,Low
26,Other,9.1,MOBA,Dota 2,Mobile,5.7,Poor,Never,Below Average,,9,Depressed,Never,FALSE,FALSE,FALSE,TRUE,FALSE,0.9,6.7,6,3.2,413.14,9,Moderate
18,Male,8.2,MMO,World of Warcraft,Console,5.2,Very Poor,Never,Below Average,3.83,,Irritable,Rarely,FALSE,TRUE,TRUE,TRUE,FALSE,0.7,6.1,8,2.6,75.11,3,High
20,Male,4.5,MMO,Final Fantasy XIV,Console,6.6,Fair,Often,Good,2.23,6,Restless,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0.1,6.2,4,10.6,25.62,1,Low
30,Male,6.3,Battle Royale,Fortnite,Console,6.5,Good,Rarely,Excellent,,1,Angry,Sometimes,FALSE,TRUE,FALSE,TRUE,FALSE,0.3,5.1,3,8.8,90.63,16,Moderate
24,Female,6.1,MMO,Elder Scrolls Online,PC,5.9,Fair,Sometimes,Below Average,,1,Depressed,Often,FALSE,FALSE,FALSE,TRUE,FALSE,2.7,5.4,4,10.4,49.79,10,Low
20,Male,8.1,Mobile Games,Clash of Clans,Console,3.3,Fair,Always,Failing,3.11,3,Euphoric,Sometimes,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,6.2,6,8,84.8,8,Severe
23,Female,5.6,Mobile Games,PUBG Mobile,Console,5.2,Fair,Never,Below Average,,5,Normal,Never,FALSE,TRUE,FALSE,FALSE,TRUE,1.7,5.2,4,9.9,98.62,13,Moderate
19,Male,0.6,MOBA,Mobile Legends,Console,7.8,Fair,Always,Average,3.18,1,Restless,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0,8.9,2,13.2,20.33,3,Low
19,Male,6.6,MOBA,League of Legends,PC,6,Very Poor,Sometimes,Below Average,2.36,3,Normal,Rarely,TRUE,FALSE,FALSE,TRUE,FALSE,1.8,6.7,5,6.9,60.38,4,Moderate
18,Male,8,Mobile Games,PUBG Mobile,Mobile,4.5,Fair,Often,Below Average,3,,Irritable,Sometimes,TRUE,TRUE,FALSE,TRUE,TRUE,3.1,5.3,5,3.5,14.54,8,High
19,Male,14.7,Mobile Games,Genshin Impact,Multi-platform,3.5,Poor,Never,Below Average,2.28,5,Withdrawn,Often,FALSE,TRUE,FALSE,TRUE,TRUE,2.1,1.3,10,0,178.29,1,High
23,Female,8.2,Battle Royale,Apex Legends,Console,5,Fair,Often,Below Average,,5,Restless,Rarely,TRUE,TRUE,TRUE,TRUE,FALSE,2.7,5.7,5,8.4,140.71,8,Severe
19,Female,4.3,Mobile Games,Candy Crush,Console,6.3,Fair,Rarely,Below Average,3.87,3,Irritable,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,8.5,2,8.3,24.27,5,Low
14,Male,3.8,FPS,CS:GO,Console,6.3,Poor,Sometimes,Below Average,1.12,,Angry,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,9.3,2,8.9,26,4,Low
17,Male,5.8,Mobile Games,Genshin Impact,Multi-platform,6.4,Good,Always,Average,1.49,,Euphoric,Often,FALSE,FALSE,FALSE,TRUE,TRUE,3.1,6.8,4,5.8,10.29,6,Low
13,Male,2.9,MOBA,Mobile Legends,Multi-platform,8.5,Fair,Sometimes,Good,2.27,,Euphoric,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,9.1,2,9.8,36,3,Low
14,Male,4.9,Battle Royale,Warzone,Mobile,6.1,Poor,Often,Excellent,1.78,,Normal,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.4,7.1,3,7.9,128.35,4,Low
17,Male,6.7,Battle Royale,PUBG,PC,3.4,Good,Rarely,Below Average,2.99,,Withdrawn,Never,TRUE,FALSE,FALSE,TRUE,FALSE,2.7,7.5,4,6.2,10.6,3,Moderate
25,Female,9.5,Battle Royale,Fortnite,PC,4.7,Poor,Sometimes,Below Average,,1,Angry,Daily,TRUE,FALSE,TRUE,FALSE,FALSE,1.1,5.5,7,1.9,204.58,13,Severe
15,Male,5.7,MMO,World of Warcraft,PC,6,Poor,Often,Below Average,2.59,,Withdrawn,Never,FALSE,FALSE,FALSE,FALSE,TRUE,1.6,6.5,4,7.1,30.98,2,Low
20,Male,7.1,FPS,Overwatch,Mobile,4.2,Fair,Always,Failing,2.85,7,Depressed,Daily,TRUE,TRUE,FALSE,FALSE,TRUE,1.1,6.6,4,6.6,78.44,2,High
27,Female,7.5,Mobile Games,PUBG Mobile,Multi-platform,3.4,Poor,Often,Average,,3,Irritable,Sometimes,FALSE,TRUE,FALSE,TRUE,TRUE,0.2,6.4,5,4.4,143.89,12,Moderate
22,Female,4.9,RPG,Elden Ring,Multi-platform,6.9,Fair,Rarely,Average,1.42,3,Normal,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,2,11.6,85.49,1,Low
20,Female,5,Battle Royale,Fortnite,PC,5.9,Poor,Never,Average,1.85,1,Anxious,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,0.7,8.2,3,9.3,48.66,6,Low
18,Female,2,Mobile Games,Candy Crush,PC,8.5,Fair,Sometimes,Good,3.34,,Euphoric,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,8.2,1,13,14.51,5,Low
17,Male,5.8,MMO,World of Warcraft,Mobile,5.8,Fair,Rarely,Average,2.9,,Restless,Daily,FALSE,TRUE,FALSE,TRUE,TRUE,0.7,7.5,5,8,40.86,7,Moderate
19,Male,4.9,MMO,World of Warcraft,PC,6.6,Fair,Often,Average,1.5,1,Euphoric,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1.1,7.2,5,8.8,104.88,3,Low
25,Female,1.9,Strategy,StarCraft II,Multi-platform,8.5,Good,Always,Good,,3,Depressed,Never,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,7.5,1,13.4,19.61,1,Low
25,Female,4.9,MOBA,Dota 2,Console,6.9,Poor,Always,Good,,10,Angry,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,2.1,6.3,5,7.5,109.21,1,Low
21,Male,2.6,MMO,Elder Scrolls Online,Multi-platform,7.2,Fair,Often,Good,2.22,4,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1.4,7.8,1,13.6,35.73,8,Low
17,Male,1,Strategy,Civilization VI,PC,8.2,Good,Sometimes,Poor,3.18,,Excited,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,11.3,1,15.7,42.85,6,Low
19,Female,3.9,Mobile Games,Genshin Impact,PC,5.9,Poor,Always,Below Average,3.15,7,Depressed,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,6.3,1,9.4,29.14,1,Low
19,Male,6.4,MMO,World of Warcraft,Console,5.6,Fair,Never,Average,1.88,10,Depressed,Often,FALSE,TRUE,FALSE,TRUE,TRUE,1.3,6,4,8,126.52,7,Moderate
15,Female,9.5,Strategy,Civilization VI,Console,4.4,Poor,Rarely,Good,1.61,,Irritable,Never,FALSE,FALSE,FALSE,TRUE,TRUE,2.9,4.7,6,2.9,133.69,5,Moderate
20,Other,7.4,Strategy,Civilization VI,Console,5.6,Insomnia,Never,Below Average,2.55,1,Angry,Sometimes,TRUE,TRUE,FALSE,TRUE,TRUE,1.1,6.8,4,5.2,101.34,9,High
25,Female,6.1,Battle Royale,Apex Legends,PC,6.4,Fair,Rarely,Excellent,,7,Restless,Often,FALSE,FALSE,FALSE,TRUE,FALSE,3.3,5.6,5,8.1,67.49,4,Low
28,Male,5.4,Strategy,Age of Empires,Mobile,6.4,Poor,Rarely,Good,,2,Irritable,Never,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,8.3,6,11.2,49.34,18,Low
17,Male,7.2,Strategy,Civilization VI,PC,4.6,Very Poor,Rarely,Poor,1.4,,Anxious,Often,TRUE,FALSE,FALSE,FALSE,FALSE,3.1,6.2,3,4.4,59.25,4,Moderate
21,Male,1.7,MMO,World of Warcraft,Mobile,8.3,Poor,Rarely,Below Average,1.44,9,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,8.8,1,13.7,0.8,9,Low
20,Male,9.5,FPS,Call of Duty,PC,5.4,Poor,Always,Poor,2.79,2,Anxious,Daily,FALSE,TRUE,TRUE,TRUE,FALSE,2.3,7.5,6,2.5,72.16,7,Severe
30,Male,14.7,FPS,Call of Duty,Console,4.2,Poor,Sometimes,Failing,,5,Angry,Daily,FALSE,TRUE,TRUE,FALSE,TRUE,5,2.4,10,0,380.97,19,Severe
22,Other,5.8,MOBA,Mobile Legends,Console,6.5,Fair,Never,Good,1.13,9,Withdrawn,Sometimes,FALSE,TRUE,FALSE,TRUE,FALSE,1.2,7.7,4,9.7,114.03,3,Moderate
24,Male,1.9,Strategy,Civilization VI,Mobile,7.2,Good,Often,Good,,6,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,10.9,2,13.5,5.62,12,Low
22,Male,4.3,Mobile Games,Candy Crush,Multi-platform,5.2,Good,Sometimes,Excellent,2.47,9,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,7.9,1,12.5,33.26,5,Low
15,Male,6.6,RPG,Elden Ring,Console,4.1,Poor,Never,Failing,1.3,,Anxious,Sometimes,FALSE,TRUE,FALSE,TRUE,FALSE,3.7,5.9,4,7.6,92.99,5,Moderate
21,Male,6.3,MMO,Final Fantasy XIV,PC,5.1,Poor,Always,Good,2.01,6,Irritable,Sometimes,FALSE,TRUE,FALSE,TRUE,TRUE,1.6,7,3,5.3,14.97,5,Moderate
17,Male,2.8,Mobile Games,Genshin Impact,PC,7.2,Good,Rarely,Good,3.36,,Euphoric,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,10.2,2,10.5,49.53,5,Low
15,Male,8.1,MOBA,Dota 2,Multi-platform,4.9,Very Poor,Often,Average,2.72,,Angry,Daily,FALSE,TRUE,TRUE,TRUE,FALSE,1.2,6.4,4,6.6,60.41,3,High
27,Male,6.6,Mobile Games,Candy Crush,Console,5.1,Poor,Sometimes,Poor,,6,Anxious,Rarely,TRUE,FALSE,FALSE,TRUE,FALSE,2.5,6.1,5,3.8,59.86,2,Moderate
21,Female,5.8,MOBA,League of Legends,Multi-platform,6.2,Good,Rarely,Average,3.39,9,Depressed,Often,FALSE,TRUE,FALSE,TRUE,TRUE,4.4,5.8,3,6.2,107.95,10,Moderate
19,Male,1.9,FPS,Call of Duty,Multi-platform,7.6,Good,Sometimes,Excellent,1.69,9,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,10.5,2,10.2,16.99,4,Low
24,Female,4.3,MOBA,Dota 2,Console,6.9,Good,Always,Excellent,,6,Anxious,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,6.1,1,9.7,33.21,13,Low
20,Male,5.4,MMO,Elder Scrolls Online,PC,6.9,Very Poor,Sometimes,Excellent,2.08,8,Euphoric,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.1,8.6,3,8.9,69.06,7,Low
18,Male,12,Mobile Games,PUBG Mobile,Multi-platform,5.8,Very Poor,Rarely,Poor,3.02,,Restless,Daily,FALSE,TRUE,TRUE,TRUE,FALSE,2.2,2.4,7,2.2,405.19,3,Severe
19,Male,8.8,MMO,Final Fantasy XIV,PC,3.5,Insomnia,Sometimes,Below Average,3.73,10,Irritable,Sometimes,TRUE,FALSE,TRUE,TRUE,FALSE,2.1,6.5,6,1.6,456.77,9,Severe
20,Other,3.9,RPG,Elden Ring,Multi-platform,6.8,Poor,Sometimes,Average,3.63,1,Irritable,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,6.5,2,11.6,45.92,8,Low
21,Male,11.6,RPG,Cyberpunk 2077,Multi-platform,3.7,Poor,Never,Failing,2.96,8,Angry,Sometimes,FALSE,TRUE,FALSE,TRUE,FALSE,3.2,4.1,8,3.1,131.29,9,High
28,Male,5.2,FPS,Call of Duty,PC,5.3,Good,Often,Good,,2,Irritable,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,2.7,8.2,3,9.8,12.79,18,Low
19,Male,4.1,FPS,CS:GO,Mobile,5.2,Fair,Sometimes,Good,3.98,9,Anxious,Never,FALSE,FALSE,FALSE,FALSE,FALSE,2.8,6.1,3,7.7,1.99,3,Low
30,Male,9.3,MOBA,Mobile Legends,PC,4.4,Very Poor,Sometimes,Poor,,6,Anxious,Sometimes,TRUE,TRUE,TRUE,TRUE,FALSE,4.4,4,4,6.9,458.97,18,Severe
19,Male,2.5,Battle Royale,Warzone,PC,7.4,Fair,Never,Average,1.5,9,Excited,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,9.7,3,14.4,45.05,5,Low
22,Male,3.6,Battle Royale,Warzone,Multi-platform,5.6,Poor,Never,Below Average,1.76,10,Irritable,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,8.3,1,11.6,1.38,1,Low
19,Female,8.9,Strategy,StarCraft II,Console,5.9,Very Poor,Sometimes,Failing,2.44,5,Withdrawn,Rarely,TRUE,TRUE,FALSE,TRUE,FALSE,0.8,5.6,5,2.6,190.37,7,Severe
20,Male,4.7,MOBA,Mobile Legends,PC,5.9,Fair,Sometimes,Average,3.63,8,Anxious,Rarely,FALSE,FALSE,FALSE,TRUE,FALSE,0.4,8.2,4,9.6,79.06,9,Low
22,Female,6.3,FPS,Call of Duty,PC,6.8,Poor,Rarely,Average,2.05,2,Angry,Never,FALSE,TRUE,FALSE,TRUE,TRUE,0.4,7.8,5,6.3,50.08,4,Moderate
20,Female,1.8,MOBA,League of Legends,Mobile,8.8,Good,Rarely,Good,3.8,7,Excited,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,7.8,1,10.2,47.37,9,Low
27,Male,12.4,Mobile Games,Clash of Clans,PC,5.1,Poor,Rarely,Good,,7,Depressed,Rarely,TRUE,TRUE,TRUE,FALSE,FALSE,1.4,2.9,8,0,331.29,2,Severe
17,Male,4.1,Mobile Games,Genshin Impact,Mobile,6.4,Good,Sometimes,Average,1.12,,Anxious,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,6.8,2,11.2,12.42,1,Low
18,Male,8.1,RPG,Elden Ring,Mobile,4.5,Poor,Always,Below Average,3.42,,Anxious,Often,TRUE,TRUE,FALSE,TRUE,FALSE,2.6,5,6,8.2,82.51,7,High
20,Male,11.2,Strategy,StarCraft II,Mobile,5,Poor,Always,Below Average,1.12,2,Anxious,Often,TRUE,TRUE,FALSE,TRUE,TRUE,5.5,5.7,6,2.3,339.42,9,Severe
26,Male,11.3,MOBA,Dota 2,Multi-platform,3.2,Very Poor,Sometimes,Poor,,7,Restless,Sometimes,TRUE,FALSE,TRUE,TRUE,TRUE,2.1,6.2,7,1.2,334.36,3,Severe
20,Male,4.7,Strategy,StarCraft II,Mobile,5.7,Good,Never,Excellent,2.63,8,Normal,Often,FALSE,FALSE,FALSE,TRUE,FALSE,1.8,7.3,1,7.7,74.39,9,Low
17,Male,5.6,Strategy,StarCraft II,Console,6.2,Very Poor,Rarely,Average,3.11,,Irritable,Sometimes,FALSE,TRUE,FALSE,TRUE,FALSE,2.4,8.6,3,5.6,36.12,3,Moderate
20,Male,5.6,MOBA,League of Legends,PC,5.4,Good,Sometimes,Below Average,3.24,3,Depressed,Rarely,FALSE,FALSE,FALSE,TRUE,TRUE,0.7,8.4,3,5,68.45,1,Low
